"date","location","variable","value"
2021-12-22,"control","MLSS",NA
2021-12-23,"control","MLSS",NA
2021-12-24,"control","MLSS",NA
2021-12-25,"control","MLSS",NA
2021-12-26,"control","MLSS",NA
2021-12-27,"control","MLSS",NA
2021-12-28,"control","MLSS",NA
2021-12-29,"control","MLSS",NA
2021-12-30,"control","MLSS",NA
2021-12-31,"control","MLSS",NA
2021-01-22,"control","MLVSS",1656
2021-01-23,"control","MLVSS",1700
2021-01-24,"control","MLVSS",1644
2021-01-25,"control","MLVSS",1748
2021-01-26,"control","MLVSS",1672
2021-01-27,"control","MLVSS",1788
2021-01-28,"control","MLVSS",1864
2021-01-29,"control","MLVSS",1660
2021-01-30,"control","MLVSS",1872
2021-01-31,"control","MLVSS",1820
2021-02-01,"control","MLVSS",2192
2021-02-02,"control","MLVSS",2264
2021-02-03,"control","MLVSS",2234
2021-02-04,"control","MLVSS",2204
2021-02-05,"control","MLVSS",2228
2021-02-06,"control","MLVSS",2260
2021-02-07,"control","MLVSS",2204
2021-02-08,"control","MLVSS",2084
2021-02-09,"control","MLVSS",1956
2021-02-10,"control","MLVSS",1596
2021-02-11,"control","MLVSS",1428
2021-02-12,"control","MLVSS",1352
2021-02-13,"control","MLVSS",1192
2021-02-14,"control","MLVSS",1044
2021-02-15,"control","MLVSS",1060
2021-02-16,"control","MLVSS",1032
2021-02-17,"control","MLVSS",1164
2021-02-18,"control","MLVSS",1288
2021-02-19,"control","MLVSS",1332
2021-02-20,"control","MLVSS",1740
2021-02-21,"control","MLVSS",1524
2021-02-22,"control","MLVSS",1448
2021-02-23,"control","MLVSS",1644
2021-02-24,"control","MLVSS",1704
2021-02-25,"control","MLVSS",1644
2021-02-26,"control","MLVSS",1800
2021-02-27,"control","MLVSS",1584
2021-02-28,"control","MLVSS",1336
2021-03-01,"control","MLVSS",1352
2021-03-02,"control","MLVSS",1412
2021-03-03,"control","MLVSS",1404
2021-03-04,"control","MLVSS",1244
2021-03-05,"control","MLVSS",1304
2021-03-06,"control","MLVSS",1508
2021-03-07,"control","MLVSS",1568
2021-03-08,"control","MLVSS",1436
2021-03-09,"control","MLVSS",1560
2021-03-10,"control","MLVSS",1472
2021-03-11,"control","MLVSS",1464
2021-03-12,"control","MLVSS",1520
2021-03-13,"control","MLVSS",1636
2021-03-14,"control","MLVSS",1492
2021-03-15,"control","MLVSS",1476
2021-03-16,"control","MLVSS",1560
2021-03-17,"control","MLVSS",1588
2021-03-18,"control","MLVSS",1816
2021-03-19,"control","MLVSS",1864
2021-03-20,"control","MLVSS",1884
2021-03-21,"control","MLVSS",1800
2021-03-22,"control","MLVSS",1796
2021-03-23,"control","MLVSS",1688
2021-03-24,"control","MLVSS",1732
2021-03-25,"control","MLVSS",1676
2021-03-26,"control","MLVSS",1628
2021-03-27,"control","MLVSS",1752
2021-03-28,"control","MLVSS",1680
2021-03-29,"control","MLVSS",1720
2021-03-30,"control","MLVSS",1812
2021-03-31,"control","MLVSS",1696
2021-04-01,"control","MLVSS",1620
2021-04-02,"control","MLVSS",1628
2021-04-03,"control","MLVSS",1644
2021-04-04,"control","MLVSS",1592
2021-04-05,"control","MLVSS",1604
2021-04-06,"control","MLVSS",1736
2021-04-07,"control","MLVSS",1656
2021-04-08,"control","MLVSS",1640
2021-04-09,"control","MLVSS",1856
2021-04-10,"control","MLVSS",1788
2021-04-11,"control","MLVSS",1764
2021-04-12,"control","MLVSS",1676
2021-04-13,"control","MLVSS",1608
2021-04-14,"control","MLVSS",1480
2021-04-15,"control","MLVSS",1565
2021-04-16,"control","MLVSS",1596
2021-04-17,"control","MLVSS",1612
2021-04-18,"control","MLVSS",1536
2021-04-19,"control","MLVSS",1556
2021-04-20,"control","MLVSS",1520
2021-04-21,"control","MLVSS",1476
2021-04-22,"control","MLVSS",1496
2021-04-23,"control","MLVSS",1516
2021-04-24,"control","MLVSS",1596
2021-04-25,"control","MLVSS",1532
2021-04-26,"control","MLVSS",1539
2021-04-27,"control","MLVSS",1552
2021-04-28,"control","MLVSS",1508
2021-04-29,"control","MLVSS",1640
2021-04-30,"control","MLVSS",1548
2021-05-01,"control","MLVSS",1616
2021-05-02,"control","MLVSS",1540
2021-05-03,"control","MLVSS",1464
2021-05-04,"control","MLVSS",1484
2021-05-05,"control","MLVSS",1608
2021-05-06,"control","MLVSS",1540
2021-05-07,"control","MLVSS",1512
2021-05-08,"control","MLVSS",1600
2021-05-09,"control","MLVSS",1704
2021-05-10,"control","MLVSS",1916
2021-05-11,"control","MLVSS",1956
2021-05-12,"control","MLVSS",2024
2021-05-13,"control","MLVSS",1976
2021-05-14,"control","MLVSS",1804
2021-05-15,"control","MLVSS",1844
2021-05-16,"control","MLVSS",1812
2021-05-17,"control","MLVSS",1748
2021-05-18,"control","MLVSS",1816
2021-05-19,"control","MLVSS",1816
2021-05-20,"control","MLVSS",1840
2021-05-21,"control","MLVSS",1840
2021-05-22,"control","MLVSS",1696
2021-05-23,"control","MLVSS",1676
2021-05-24,"control","MLVSS",1692
2021-05-25,"control","MLVSS",1624
2021-05-26,"control","MLVSS",1612
2021-05-27,"control","MLVSS",1692
2021-05-28,"control","MLVSS",1708
2021-05-29,"control","MLVSS",1708
2021-05-30,"control","MLVSS",1644
2021-05-31,"control","MLVSS",1548
2021-06-01,"control","MLVSS",1516
2021-06-02,"control","MLVSS",1576
2021-06-03,"control","MLVSS",1500
2021-06-04,"control","MLVSS",1620
2021-06-05,"control","MLVSS",1684
2021-06-06,"control","MLVSS",1616
2021-06-07,"control","MLVSS",1476
2021-06-08,"control","MLVSS",1392
2021-06-09,"control","MLVSS",1544
2021-06-10,"control","MLVSS",1620
2021-06-11,"control","MLVSS",1696
2021-06-12,"control","MLVSS",1676
2021-06-13,"control","MLVSS",1580
2021-06-14,"control","MLVSS",1426
2021-06-15,"control","MLVSS",1308
2021-06-16,"control","MLVSS",1256
2021-06-17,"control","MLVSS",1296
2021-06-18,"control","MLVSS",1200
2021-06-19,"control","MLVSS",1404
2021-06-20,"control","MLVSS",1372
2021-06-21,"control","MLVSS",1408
2021-06-22,"control","MLVSS",1588
2021-06-23,"control","MLVSS",1584
2021-06-24,"control","MLVSS",1764
2021-06-25,"control","MLVSS",1568
2021-06-26,"control","MLVSS",1556
2021-06-27,"control","MLVSS",1508
2021-06-28,"control","MLVSS",1312
2021-06-29,"control","MLVSS",1300
2021-06-30,"control","MLVSS",1260
2021-07-01,"control","MLVSS",1320
2021-07-02,"control","MLVSS",1588
2021-07-03,"control","MLVSS",1632
2021-07-04,"control","MLVSS",1508
2021-07-05,"control","MLVSS",1368
2021-07-06,"control","MLVSS",1308
2021-07-07,"control","MLVSS",1316
2021-07-08,"control","MLVSS",1508
2021-07-09,"control","MLVSS",1572
2021-07-10,"control","MLVSS",1664
2021-07-11,"control","MLVSS",1600
2021-07-12,"control","MLVSS",1428
2021-07-13,"control","MLVSS",1456
2021-07-14,"control","MLVSS",1520
2021-07-15,"control","MLVSS",1488
2021-07-16,"control","MLVSS",1636
2021-07-17,"control","MLVSS",1492
2021-07-18,"control","MLVSS",1420
2021-07-19,"control","MLVSS",1280
2021-07-20,"control","MLVSS",1360
2021-07-21,"control","MLVSS",1492
2021-07-22,"control","MLVSS",1580
2021-07-23,"control","MLVSS",1588
2021-07-24,"control","MLVSS",1564
2021-07-25,"control","MLVSS",1620
2021-07-26,"control","MLVSS",1469
2021-07-27,"control","MLVSS",1488
2021-07-28,"control","MLVSS",1324
2021-07-29,"control","MLVSS",1416
2021-07-30,"control","MLVSS",1320
2021-07-31,"control","MLVSS",1724
2021-08-01,"control","MLVSS",1452
2021-08-02,"control","MLVSS",1360
2021-08-03,"control","MLVSS",1452
2021-08-04,"control","MLVSS",1468
2021-08-05,"control","MLVSS",1336
2021-08-06,"control","MLVSS",1404
2021-08-07,"control","MLVSS",1356
2021-08-08,"control","MLVSS",1504
2021-08-09,"control","MLVSS",1432
2021-08-10,"control","MLVSS",1516
2021-08-11,"control","MLVSS",1356
2021-08-12,"control","MLVSS",1532
2021-08-13,"control","MLVSS",1524
2021-08-14,"control","MLVSS",1392
2021-08-15,"control","MLVSS",1360
2021-08-16,"control","MLVSS",1400
2021-08-17,"control","MLVSS",1456
2021-08-18,"control","MLVSS",1436
2021-08-19,"control","MLVSS",1452
2021-08-20,"control","MLVSS",1596
2021-08-21,"control","MLVSS",1596
2021-08-22,"control","MLVSS",1520
2021-08-23,"control","MLVSS",1539
2021-08-24,"control","MLVSS",1472
2021-08-25,"control","MLVSS",1676
2021-08-26,"control","MLVSS",1724
2021-08-27,"control","MLVSS",1676
2021-08-28,"control","MLVSS",1692
2021-08-29,"control","MLVSS",1520
2021-08-30,"control","MLVSS",1468
2021-08-31,"control","MLVSS",1592
2021-09-01,"control","MLVSS",1628
2021-09-02,"control","MLVSS",1548
2021-09-03,"control","MLVSS",1580
2021-09-04,"control","MLVSS",1516
2021-09-05,"control","MLVSS",1420
2021-09-06,"control","MLVSS",1404
2021-09-07,"control","MLVSS",1180
2021-09-08,"control","MLVSS",1392
2021-09-09,"control","MLVSS",1452
2021-09-10,"control","MLVSS",1532
2021-09-11,"control","MLVSS",1728
2021-09-12,"control","MLVSS",1736
2021-09-13,"control","MLVSS",1623
2021-09-14,"control","MLVSS",1652
2021-09-15,"control","MLVSS",1600
2021-09-16,"control","MLVSS",1536
2021-09-17,"control","MLVSS",1584
2021-09-18,"control","MLVSS",1600
2021-09-19,"control","MLVSS",1608
2021-09-20,"control","MLVSS",1492
2021-09-21,"control","MLVSS",1556
2021-09-22,"control","MLVSS",1600
2021-09-23,"control","MLVSS",1652
2021-09-24,"control","MLVSS",1624
2021-09-25,"control","MLVSS",1620
2021-09-26,"control","MLVSS",1468
2021-09-27,"control","MLVSS",1572
2021-09-28,"control","MLVSS",1601
2021-09-29,"control","MLVSS",1732
2021-09-30,"control","MLVSS",1536
2021-10-01,"control","MLVSS",1720
2021-10-02,"control","MLVSS",1784
2021-10-03,"control","MLVSS",1695
2021-10-04,"control","MLVSS",1649
2021-10-05,"control","MLVSS",1596
2021-10-06,"control","MLVSS",1676
2021-10-07,"control","MLVSS",1544
2021-10-08,"control","MLVSS",1696
2021-10-09,"control","MLVSS",1596
2021-10-10,"control","MLVSS",1584
2021-10-11,"control","MLVSS",1581
2021-10-12,"control","MLVSS",1536
2021-10-13,"control","MLVSS",1548
2021-10-14,"control","MLVSS",1596
2021-10-15,"control","MLVSS",1624
2021-10-16,"control","MLVSS",1512
2021-10-17,"control","MLVSS",1540
2021-10-18,"control","MLVSS",1487
2021-10-19,"control","MLVSS",1510
2021-10-20,"control","MLVSS",1584
2021-10-21,"control","MLVSS",1556
2021-10-22,"control","MLVSS",1532
2021-10-23,"control","MLVSS",1532
2021-10-24,"control","MLVSS",1568
2021-10-25,"control","MLVSS",1584
2021-10-26,"control","MLVSS",1496
2021-10-27,"control","MLVSS",1680
2021-10-28,"control","MLVSS",1720
2021-10-29,"control","MLVSS",1748
2021-10-30,"control","MLVSS",1776
2021-10-31,"control","MLVSS",1831
2021-11-01,"control","MLVSS",1836
2021-11-02,"control","MLVSS",1808
2021-11-03,"control","MLVSS",1864
2021-11-04,"control","MLVSS",2004
2021-11-05,"control","MLVSS",1924
2021-11-06,"control","MLVSS",2032
2021-11-07,"control","MLVSS",1960
2021-11-08,"control","MLVSS",1969
2021-11-09,"control","MLVSS",1788
2021-11-10,"control","MLVSS",1860
2021-11-11,"control","MLVSS",1888
2021-11-12,"control","MLVSS",1864
2021-11-13,"control","MLVSS",1908
2021-11-14,"control","MLVSS",1808
2021-11-15,"control","MLVSS",1760
2021-11-16,"control","MLVSS",1736
2021-11-17,"control","MLVSS",1860
2021-11-18,"control","MLVSS",1788
2021-11-19,"control","MLVSS",1840
2021-11-20,"control","MLVSS",1784
2021-11-21,"control","MLVSS",1684
2021-11-22,"control","MLVSS",1684
2021-11-23,"control","MLVSS",1580
2021-11-24,"control","MLVSS",1600
2021-11-25,"control","MLVSS",1696
2021-11-26,"control","MLVSS",1704
2021-11-27,"control","MLVSS",1740
2021-11-28,"control","MLVSS",1568
2021-11-29,"control","MLVSS",1516
2021-11-30,"control","MLVSS",1556
2021-12-01,"control","MLVSS",NA
2021-12-02,"control","MLVSS",NA
2021-12-03,"control","MLVSS",NA
2021-12-04,"control","MLVSS",NA
2021-12-05,"control","MLVSS",NA
2021-12-06,"control","MLVSS",NA
2021-12-07,"control","MLVSS",NA
2021-12-08,"control","MLVSS",NA
2021-12-09,"control","MLVSS",NA
2021-12-10,"control","MLVSS",NA
2021-12-11,"control","MLVSS",NA
2021-12-12,"control","MLVSS",NA
2021-12-13,"control","MLVSS",NA
2021-12-14,"control","MLVSS",NA
2021-12-15,"control","MLVSS",NA
2021-12-16,"control","MLVSS",NA
2021-12-17,"control","MLVSS",NA
2021-12-18,"control","MLVSS",NA
2021-12-19,"control","MLVSS",NA
2021-12-20,"control","MLVSS",NA
2021-12-21,"control","MLVSS",NA
2021-12-22,"control","MLVSS",NA
2021-12-23,"control","MLVSS",NA
2021-12-24,"control","MLVSS",NA
2021-12-25,"control","MLVSS",NA
2021-12-26,"control","MLVSS",NA
2021-12-27,"control","MLVSS",NA
2021-12-28,"control","MLVSS",NA
2021-12-29,"control","MLVSS",NA
2021-12-30,"control","MLVSS",NA
2021-12-31,"control","MLVSS",NA
2021-01-22,"control","SVI",110
2021-01-23,"control","SVI",111
2021-01-24,"control","SVI",112
2021-01-25,"control","SVI",110
2021-01-26,"control","SVI",116
2021-01-27,"control","SVI",147
2021-01-28,"control","SVI",118
2021-01-29,"control","SVI",103
2021-01-30,"control","SVI",94
2021-01-31,"control","SVI",94
2021-02-01,"control","SVI",131
2021-02-02,"control","SVI",109
2021-02-03,"control","SVI",109
2021-02-04,"control","SVI",135
2021-02-05,"control","SVI",155
2021-02-06,"control","SVI",126
2021-02-07,"control","SVI",181
2021-02-08,"control","SVI",128
2021-02-09,"control","SVI",128
2021-02-10,"control","SVI",123
2021-02-11,"control","SVI",115
2021-02-12,"control","SVI",117
2021-02-13,"control","SVI",119
2021-02-14,"control","SVI",99
2021-02-15,"control","SVI",94
2021-02-16,"control","SVI",145
2021-02-17,"control","SVI",98
2021-02-18,"control","SVI",107
2021-02-19,"control","SVI",114
2021-02-20,"control","SVI",114
2021-02-21,"control","SVI",105
2021-02-22,"control","SVI",89
2021-02-23,"control","SVI",97
2021-02-24,"control","SVI",95
2021-02-25,"control","SVI",92
2021-02-26,"control","SVI",80
2021-02-27,"control","SVI",75
2021-02-28,"control","SVI",65
2021-03-01,"control","SVI",82
2021-03-02,"control","SVI",76
2021-03-03,"control","SVI",72
2021-03-04,"control","SVI",78
2021-03-05,"control","SVI",78
2021-03-06,"control","SVI",72
2021-03-07,"control","SVI",71
2021-03-08,"control","SVI",71
2021-03-09,"control","SVI",83
2021-03-10,"control","SVI",78
2021-03-11,"control","SVI",77
2021-03-12,"control","SVI",73
2021-03-13,"control","SVI",75
2021-03-14,"control","SVI",75
2021-03-15,"control","SVI",75
2021-03-16,"control","SVI",77
2021-03-17,"control","SVI",73
2021-03-18,"control","SVI",79
2021-03-19,"control","SVI",76
2021-03-20,"control","SVI",72
2021-03-21,"control","SVI",73
2021-03-22,"control","SVI",73
2021-03-23,"control","SVI",76
2021-03-24,"control","SVI",76
2021-03-25,"control","SVI",76
2021-03-26,"control","SVI",79
2021-03-27,"control","SVI",80
2021-03-28,"control","SVI",77
2021-03-29,"control","SVI",59
2021-03-30,"control","SVI",72
2021-03-31,"control","SVI",79
2021-04-01,"control","SVI",76
2021-04-02,"control","SVI",76
2021-04-03,"control","SVI",76
2021-04-04,"control","SVI",77
2021-04-05,"control","SVI",74
2021-04-06,"control","SVI",79
2021-04-07,"control","SVI",77
2021-04-08,"control","SVI",77
2021-04-09,"control","SVI",76
2021-04-10,"control","SVI",76
2021-04-11,"control","SVI",78
2021-04-12,"control","SVI",72
2021-04-13,"control","SVI",78
2021-04-14,"control","SVI",79
2021-04-15,"control","SVI",74
2021-04-16,"control","SVI",83
2021-04-17,"control","SVI",82
2021-04-18,"control","SVI",87
2021-04-19,"control","SVI",89
2021-04-20,"control","SVI",81
2021-04-21,"control","SVI",92
2021-04-22,"control","SVI",115
2021-04-23,"control","SVI",89
2021-04-24,"control","SVI",91
2021-04-25,"control","SVI",95
2021-04-26,"control","SVI",89
2021-04-27,"control","SVI",89
2021-04-28,"control","SVI",91
2021-04-29,"control","SVI",78
2021-04-30,"control","SVI",82
2021-05-01,"control","SVI",83
2021-05-02,"control","SVI",89
2021-05-03,"control","SVI",81
2021-05-04,"control","SVI",85
2021-05-05,"control","SVI",85
2021-05-06,"control","SVI",89
2021-05-07,"control","SVI",91
2021-05-08,"control","SVI",90
2021-05-09,"control","SVI",85
2021-05-10,"control","SVI",89
2021-05-11,"control","SVI",83
2021-05-12,"control","SVI",85
2021-05-13,"control","SVI",85
2021-05-14,"control","SVI",86
2021-05-15,"control","SVI",83
2021-05-16,"control","SVI",81
2021-05-17,"control","SVI",83
2021-05-18,"control","SVI",79
2021-05-19,"control","SVI",83
2021-05-20,"control","SVI",81
2021-05-21,"control","SVI",83
2021-05-22,"control","SVI",83
2021-05-23,"control","SVI",83
2021-05-24,"control","SVI",81
2021-05-25,"control","SVI",86
2021-05-26,"control","SVI",83
2021-05-27,"control","SVI",87
2021-05-28,"control","SVI",82
2021-05-29,"control","SVI",83
2021-05-30,"control","SVI",84
2021-05-31,"control","SVI",83
2021-06-01,"control","SVI",81
2021-06-02,"control","SVI",78
2021-06-03,"control","SVI",82
2021-06-04,"control","SVI",73
2021-06-05,"control","SVI",78
2021-06-06,"control","SVI",79
2021-06-07,"control","SVI",80
2021-06-08,"control","SVI",84
2021-06-09,"control","SVI",87
2021-06-10,"control","SVI",93
2021-06-11,"control","SVI",90
2021-06-12,"control","SVI",87
2021-06-13,"control","SVI",109
2021-06-14,"control","SVI",101
2021-06-15,"control","SVI",100
2021-06-16,"control","SVI",100
2021-06-17,"control","SVI",103
2021-06-18,"control","SVI",115
2021-06-19,"control","SVI",101
2021-06-20,"control","SVI",105
2021-06-21,"control","SVI",109
2021-06-22,"control","SVI",102
2021-06-23,"control","SVI",101
2021-06-24,"control","SVI",94
2021-06-25,"control","SVI",97
2021-06-26,"control","SVI",95
2021-06-27,"control","SVI",87
2021-06-28,"control","SVI",83
2021-06-29,"control","SVI",79
2021-06-30,"control","SVI",78
2021-07-01,"control","SVI",74
2021-07-02,"control","SVI",73
2021-07-03,"control","SVI",73
2021-07-04,"control","SVI",68
2021-07-05,"control","SVI",67
2021-07-06,"control","SVI",68
2021-07-07,"control","SVI",66
2021-07-08,"control","SVI",67
2021-07-09,"control","SVI",63
2021-07-10,"control","SVI",71
2021-07-11,"control","SVI",68
2021-07-12,"control","SVI",69
2021-07-13,"control","SVI",65
2021-07-14,"control","SVI",65
2021-07-15,"control","SVI",67
2021-07-16,"control","SVI",66
2021-07-17,"control","SVI",67
2021-07-18,"control","SVI",72
2021-07-19,"control","SVI",68
2021-07-20,"control","SVI",70
2021-07-21,"control","SVI",74
2021-07-22,"control","SVI",74
2021-07-23,"control","SVI",75
2021-07-24,"control","SVI",78
2021-07-25,"control","SVI",68
2021-07-26,"control","SVI",69
2021-07-27,"control","SVI",70
2021-07-28,"control","SVI",78
2021-07-29,"control","SVI",70
2021-07-30,"control","SVI",77
2021-07-31,"control","SVI",70
2021-08-01,"control","SVI",80
2021-08-02,"control","SVI",78
2021-08-03,"control","SVI",77
2021-08-04,"control","SVI",77
2021-08-05,"control","SVI",78
2021-08-06,"control","SVI",76
2021-08-07,"control","SVI",76
2021-08-08,"control","SVI",74
2021-08-09,"control","SVI",72
2021-08-10,"control","SVI",68
2021-08-11,"control","SVI",69
2021-08-12,"control","SVI",65
2021-08-13,"control","SVI",61
2021-08-14,"control","SVI",69
2021-08-15,"control","SVI",64
2021-08-16,"control","SVI",63
2021-08-17,"control","SVI",64
2021-08-18,"control","SVI",64
2021-08-19,"control","SVI",64
2021-08-20,"control","SVI",66
2021-08-21,"control","SVI",61
2021-08-22,"control","SVI",64
2021-08-23,"control","SVI",60
2021-08-24,"control","SVI",62
2021-08-25,"control","SVI",60
2021-08-26,"control","SVI",62
2021-08-27,"control","SVI",63
2021-08-28,"control","SVI",59
2021-08-29,"control","SVI",69
2021-08-30,"control","SVI",69
2021-08-31,"control","SVI",71
2021-09-01,"control","SVI",66
2021-09-02,"control","SVI",70
2021-09-03,"control","SVI",73
2021-09-04,"control","SVI",72
2021-09-05,"control","SVI",77
2021-09-06,"control","SVI",74
2021-09-07,"control","SVI",80
2021-09-08,"control","SVI",74
2021-09-09,"control","SVI",81
2021-09-10,"control","SVI",82
2021-09-11,"control","SVI",77
2021-09-12,"control","SVI",74
2021-09-13,"control","SVI",83
2021-09-14,"control","SVI",84
2021-09-15,"control","SVI",87
2021-09-16,"control","SVI",95
2021-09-17,"control","SVI",93
2021-09-18,"control","SVI",92
2021-09-19,"control","SVI",92
2021-09-20,"control","SVI",80
2021-09-21,"control","SVI",97
2021-09-22,"control","SVI",95
2021-09-23,"control","SVI",93
2021-09-24,"control","SVI",95
2021-09-25,"control","SVI",98
2021-09-26,"control","SVI",100
2021-09-27,"control","SVI",89
2021-09-28,"control","SVI",99
2021-09-29,"control","SVI",97
2021-09-30,"control","SVI",103
2021-10-01,"control","SVI",98
2021-10-02,"control","SVI",101
2021-10-03,"control","SVI",105
2021-10-04,"control","SVI",103
2021-10-05,"control","SVI",100
2021-10-06,"control","SVI",103
2021-10-07,"control","SVI",102
2021-10-08,"control","SVI",96
2021-10-09,"control","SVI",94
2021-10-10,"control","SVI",96
2021-10-11,"control","SVI",89
2021-10-12,"control","SVI",94
2021-10-13,"control","SVI",95
2021-10-14,"control","SVI",89
2021-10-15,"control","SVI",85
2021-10-16,"control","SVI",90
2021-10-17,"control","SVI",84
2021-10-18,"control","SVI",87
2021-10-19,"control","SVI",86
2021-10-20,"control","SVI",93
2021-10-21,"control","SVI",84
2021-10-22,"control","SVI",90
2021-10-23,"control","SVI",93
2021-10-24,"control","SVI",89
2021-10-25,"control","SVI",87
2021-10-26,"control","SVI",86
2021-10-27,"control","SVI",82
2021-10-28,"control","SVI",76
2021-10-29,"control","SVI",77
2021-10-30,"control","SVI",74
2021-10-31,"control","SVI",70
2021-11-01,"control","SVI",71
2021-11-02,"control","SVI",72
2021-11-03,"control","SVI",72
2021-11-04,"control","SVI",76
2021-11-05,"control","SVI",74
2021-11-06,"control","SVI",78
2021-11-07,"control","SVI",70
2021-11-08,"control","SVI",71
2021-11-09,"control","SVI",75
2021-11-10,"control","SVI",69
2021-11-11,"control","SVI",64
2021-11-12,"control","SVI",72
2021-11-13,"control","SVI",71
2021-11-14,"control","SVI",74
2021-11-15,"control","SVI",75
2021-11-16,"control","SVI",77
2021-11-17,"control","SVI",71
2021-11-18,"control","SVI",78
2021-11-19,"control","SVI",76
2021-11-20,"control","SVI",80
2021-11-21,"control","SVI",80
2021-11-22,"control","SVI",78
2021-11-23,"control","SVI",76
2021-11-24,"control","SVI",89
2021-11-25,"control","SVI",79
2021-11-26,"control","SVI",81
2021-11-27,"control","SVI",82
2021-11-28,"control","SVI",86
2021-11-29,"control","SVI",79
2021-11-30,"control","SVI",78
2021-12-01,"control","SVI",NA
2021-12-02,"control","SVI",NA
2021-12-03,"control","SVI",NA
2021-12-04,"control","SVI",NA
2021-12-05,"control","SVI",NA
2021-12-06,"control","SVI",NA
2021-12-07,"control","SVI",NA
2021-12-08,"control","SVI",NA
2021-12-09,"control","SVI",NA
2021-12-10,"control","SVI",NA
2021-12-11,"control","SVI",NA
2021-12-12,"control","SVI",NA
2021-12-13,"control","SVI",NA
2021-12-14,"control","SVI",NA
2021-12-15,"control","SVI",NA
2021-12-16,"control","SVI",NA
2021-12-17,"control","SVI",NA
2021-12-18,"control","SVI",NA
2021-12-19,"control","SVI",NA
2021-12-20,"control","SVI",NA
2021-12-21,"control","SVI",NA
2021-12-22,"control","SVI",NA
2021-12-23,"control","SVI",NA
2021-12-24,"control","SVI",NA
2021-12-25,"control","SVI",NA
2021-12-26,"control","SVI",NA
2021-12-27,"control","SVI",NA
2021-12-28,"control","SVI",NA
2021-12-29,"control","SVI",NA
2021-12-30,"control","SVI",NA
2021-12-31,"control","SVI",NA
2021-01-22,"control","orthoP",NA
2021-01-23,"control","orthoP",NA
2021-01-24,"control","orthoP",NA
2021-01-25,"control","orthoP",NA
2021-01-26,"control","orthoP",NA
2021-01-27,"control","orthoP",NA
2021-01-28,"control","orthoP",NA
2021-01-29,"control","orthoP",NA
2021-01-30,"control","orthoP",NA
2021-01-31,"control","orthoP",NA
2021-02-01,"control","orthoP",NA
2021-02-02,"control","orthoP",NA
2021-02-03,"control","orthoP",NA
2021-02-04,"control","orthoP",NA
2021-02-05,"control","orthoP",NA
2021-02-06,"control","orthoP",NA
2021-02-07,"control","orthoP",NA
2021-02-08,"control","orthoP",0.905
2021-02-09,"control","orthoP",1.936
2021-02-10,"control","orthoP",3.674
2021-02-11,"control","orthoP",3.498
2021-02-12,"control","orthoP",NA
2021-02-13,"control","orthoP",NA
2021-02-14,"control","orthoP",3.645
2021-02-15,"control","orthoP",3.104
2021-02-16,"control","orthoP",4.207
2021-02-17,"control","orthoP",3.31
2021-02-18,"control","orthoP",7.497
2021-02-19,"control","orthoP",NA
2021-02-20,"control","orthoP",NA
2021-02-21,"control","orthoP",2.715
2021-02-22,"control","orthoP",NA
2021-02-23,"control","orthoP",3.603
2021-02-24,"control","orthoP",3.19
2021-02-25,"control","orthoP",1.515
2021-02-26,"control","orthoP",NA
2021-02-27,"control","orthoP",NA
2021-02-28,"control","orthoP",NA
2021-03-01,"control","orthoP",0.585
2021-03-02,"control","orthoP",1.331
2021-03-03,"control","orthoP",1.334
2021-03-04,"control","orthoP",1.556
2021-03-05,"control","orthoP",NA
2021-03-06,"control","orthoP",NA
2021-03-07,"control","orthoP",NA
2021-03-08,"control","orthoP",1.044
2021-03-09,"control","orthoP",0.299
2021-03-10,"control","orthoP",2.101
2021-03-11,"control","orthoP",2.554
2021-03-12,"control","orthoP",NA
2021-03-13,"control","orthoP",NA
2021-03-14,"control","orthoP",NA
2021-03-15,"control","orthoP",1.718
2021-03-16,"control","orthoP",4.144
2021-03-17,"control","orthoP",3.429
2021-03-18,"control","orthoP",4.146
2021-03-19,"control","orthoP",NA
2021-03-20,"control","orthoP",NA
2021-03-21,"control","orthoP",NA
2021-03-22,"control","orthoP",1.98
2021-03-23,"control","orthoP",3.525
2021-03-24,"control","orthoP",4.926
2021-03-25,"control","orthoP",4.564
2021-03-26,"control","orthoP",NA
2021-03-27,"control","orthoP",NA
2021-03-28,"control","orthoP",NA
2021-03-29,"control","orthoP",2.337
2021-03-30,"control","orthoP",3.754
2021-03-31,"control","orthoP",3.678
2021-04-01,"control","orthoP",4.102
2021-04-02,"control","orthoP",NA
2021-04-03,"control","orthoP",NA
2021-04-04,"control","orthoP",NA
2021-04-05,"control","orthoP",NA
2021-04-06,"control","orthoP",4.8
2021-04-07,"control","orthoP",5.169
2021-04-08,"control","orthoP",7.123
2021-04-09,"control","orthoP",NA
2021-04-10,"control","orthoP",NA
2021-04-11,"control","orthoP",NA
2021-04-12,"control","orthoP",2.392
2021-04-13,"control","orthoP",4.667
2021-04-14,"control","orthoP",4.723
2021-04-15,"control","orthoP",4.766
2021-04-16,"control","orthoP",NA
2021-04-17,"control","orthoP",NA
2021-04-18,"control","orthoP",NA
2021-04-19,"control","orthoP",2.951
2021-04-20,"control","orthoP",2.998
2021-04-21,"control","orthoP",4.761
2021-04-22,"control","orthoP",5.271
2021-04-23,"control","orthoP",NA
2021-04-24,"control","orthoP",NA
2021-04-25,"control","orthoP",NA
