"date","location","variable","value"
2021-11-09,"test","NOx",4.04
2021-11-10,"test","NOx",4.14
2021-11-11,"test","NOx",4.79
2021-11-12,"test","NOx",3.75
2021-11-13,"test","NOx",NA
2021-11-14,"test","NOx",7.14
2021-11-15,"test","NOx",6.92
2021-11-16,"test","NOx",4.79
2021-11-17,"test","NOx",5.4
2021-11-18,"test","NOx",4.48
2021-11-19,"test","NOx",4
2021-11-20,"test","NOx",NA
2021-11-21,"test","NOx",6.55
2021-11-22,"test","NOx",7.35
2021-11-23,"test","NOx",7.29
2021-11-24,"test","NOx",7.25
2021-11-25,"test","NOx",6.74
2021-11-26,"test","NOx",7.26
2021-11-27,"test","NOx",NA
2021-11-28,"test","NOx",11.81
2021-11-29,"test","NOx",11.3
2021-11-30,"test","NOx",9.47
2021-12-01,"test","NOx",8.47
2021-12-02,"test","NOx",6.64
2021-12-03,"test","NOx",6.56
2021-12-04,"test","NOx",NA
2021-12-05,"test","NOx",7.19
2021-12-06,"test","NOx",8.44
2021-12-07,"test","NOx",7.55
2021-12-08,"test","NOx",6.84
2021-12-09,"test","NOx",6.71
2021-12-10,"test","NOx",7.03
2021-12-11,"test","NOx",NA
2021-12-12,"test","NOx",7.79
2021-12-13,"test","NOx",8.99
2021-12-14,"test","NOx",9.03
2021-12-15,"test","NOx",6.9
2021-12-16,"test","NOx",5.87
2021-12-17,"test","NOx",5.3
2021-12-18,"test","NOx",NA
2021-12-19,"test","NOx",6.26
2021-12-20,"test","NOx",7.12
2021-12-21,"test","NOx",6.26
2021-12-22,"test","NOx",4.76
2021-12-23,"test","NOx",5.1
2021-12-24,"test","NOx",6.57
2021-12-25,"test","NOx",NA
2021-12-26,"test","NOx",10.71
2021-12-27,"test","NOx",10.71
2021-12-28,"test","NOx",7.33
2021-12-29,"test","NOx",6.72
2021-12-30,"test","NOx",6.46
2021-12-31,"test","NOx",7.12
2021-01-22,"test","TKN",NA
2021-01-23,"test","TKN",NA
2021-01-24,"test","TKN",NA
2021-01-25,"test","TKN",NA
2021-01-26,"test","TKN",NA
2021-01-27,"test","TKN",NA
2021-01-28,"test","TKN",NA
2021-01-29,"test","TKN",NA
2021-01-30,"test","TKN",NA
2021-01-31,"test","TKN",NA
2021-02-01,"test","TKN",NA
2021-02-02,"test","TKN",NA
2021-02-03,"test","TKN",NA
2021-02-04,"test","TKN",NA
2021-02-05,"test","TKN",NA
2021-02-06,"test","TKN",NA
2021-02-07,"test","TKN",NA
2021-02-08,"test","TKN",NA
2021-02-09,"test","TKN",NA
2021-02-10,"test","TKN",NA
2021-02-11,"test","TKN",NA
2021-02-12,"test","TKN",NA
2021-02-13,"test","TKN",NA
2021-02-14,"test","TKN",NA
2021-02-15,"test","TKN",NA
2021-02-16,"test","TKN",NA
2021-02-17,"test","TKN",NA
2021-02-18,"test","TKN",NA
2021-02-19,"test","TKN",NA
2021-02-20,"test","TKN",NA
2021-02-21,"test","TKN",NA
2021-02-22,"test","TKN",NA
2021-02-23,"test","TKN",NA
2021-02-24,"test","TKN",NA
2021-02-25,"test","TKN",NA
2021-02-26,"test","TKN",NA
2021-02-27,"test","TKN",NA
2021-02-28,"test","TKN",NA
2021-03-01,"test","TKN",NA
2021-03-02,"test","TKN",NA
2021-03-03,"test","TKN",NA
2021-03-04,"test","TKN",NA
2021-03-05,"test","TKN",NA
2021-03-06,"test","TKN",NA
2021-03-07,"test","TKN",NA
2021-03-08,"test","TKN",NA
2021-03-09,"test","TKN",NA
2021-03-10,"test","TKN",NA
2021-03-11,"test","TKN",NA
2021-03-12,"test","TKN",NA
2021-03-13,"test","TKN",NA
2021-03-14,"test","TKN",NA
2021-03-15,"test","TKN",NA
2021-03-16,"test","TKN",NA
2021-03-17,"test","TKN",NA
2021-03-18,"test","TKN",NA
2021-03-19,"test","TKN",NA
2021-03-20,"test","TKN",NA
2021-03-21,"test","TKN",NA
2021-03-22,"test","TKN",NA
2021-03-23,"test","TKN",NA
2021-03-24,"test","TKN",NA
2021-03-25,"test","TKN",NA
2021-03-26,"test","TKN",NA
2021-03-27,"test","TKN",NA
2021-03-28,"test","TKN",NA
2021-03-29,"test","TKN",NA
2021-03-30,"test","TKN",NA
2021-03-31,"test","TKN",NA
2021-04-01,"test","TKN",NA
2021-04-02,"test","TKN",NA
2021-04-03,"test","TKN",NA
2021-04-04,"test","TKN",NA
2021-04-05,"test","TKN",NA
2021-04-06,"test","TKN",NA
2021-04-07,"test","TKN",NA
2021-04-08,"test","TKN",NA
2021-04-09,"test","TKN",NA
2021-04-10,"test","TKN",NA
2021-04-11,"test","TKN",NA
2021-04-12,"test","TKN",NA
2021-04-13,"test","TKN",NA
2021-04-14,"test","TKN",NA
2021-04-15,"test","TKN",NA
2021-04-16,"test","TKN",NA
2021-04-17,"test","TKN",NA
2021-04-18,"test","TKN",NA
2021-04-19,"test","TKN",NA
2021-04-20,"test","TKN",NA
2021-04-21,"test","TKN",NA
2021-04-22,"test","TKN",NA
2021-04-23,"test","TKN",NA
2021-04-24,"test","TKN",NA
2021-04-25,"test","TKN",NA
2021-04-26,"test","TKN",NA
2021-04-27,"test","TKN",NA
2021-04-28,"test","TKN",NA
2021-04-29,"test","TKN",NA
2021-04-30,"test","TKN",NA
2021-05-01,"test","TKN",NA
2021-05-02,"test","TKN",NA
2021-05-03,"test","TKN",NA
2021-05-04,"test","TKN",NA
2021-05-05,"test","TKN",NA
2021-05-06,"test","TKN",NA
2021-05-07,"test","TKN",NA
2021-05-08,"test","TKN",NA
2021-05-09,"test","TKN",NA
2021-05-10,"test","TKN",NA
2021-05-11,"test","TKN",NA
2021-05-12,"test","TKN",NA
2021-05-13,"test","TKN",NA
2021-05-14,"test","TKN",NA
2021-05-15,"test","TKN",NA
2021-05-16,"test","TKN",NA
2021-05-17,"test","TKN",NA
2021-05-18,"test","TKN",NA
2021-05-19,"test","TKN",NA
2021-05-20,"test","TKN",NA
2021-05-21,"test","TKN",NA
2021-05-22,"test","TKN",NA
2021-05-23,"test","TKN",NA
2021-05-24,"test","TKN",NA
2021-05-25,"test","TKN",NA
2021-05-26,"test","TKN",NA
2021-05-27,"test","TKN",NA
2021-05-28,"test","TKN",NA
2021-05-29,"test","TKN",NA
2021-05-30,"test","TKN",NA
2021-05-31,"test","TKN",NA
2021-06-01,"test","TKN",1
2021-06-02,"test","TKN",1.435
2021-06-03,"test","TKN",1.268
2021-06-04,"test","TKN",1.855
2021-06-05,"test","TKN",2.08
2021-06-06,"test","TKN",1.258
2021-06-07,"test","TKN",1.566
2021-06-08,"test","TKN",2.403
2021-06-09,"test","TKN",1.963
2021-06-10,"test","TKN",1.441
2021-06-11,"test","TKN",1.346
2021-06-12,"test","TKN",1.477
2021-06-13,"test","TKN",1.654
2021-06-14,"test","TKN",1.536
2021-06-15,"test","TKN",1.638
2021-06-16,"test","TKN",1.358
2021-06-17,"test","TKN",1
2021-06-18,"test","TKN",1.566
2021-06-19,"test","TKN",1.19
2021-06-20,"test","TKN",1.197
2021-06-21,"test","TKN",1.438
2021-06-22,"test","TKN",1
2021-06-23,"test","TKN",1.088
2021-06-24,"test","TKN",1
2021-06-25,"test","TKN",1.546
2021-06-26,"test","TKN",1.421
2021-06-27,"test","TKN",1
2021-06-28,"test","TKN",1
2021-06-29,"test","TKN",1
2021-06-30,"test","TKN",1
2021-07-01,"test","TKN",1
2021-07-02,"test","TKN",1.307
2021-07-03,"test","TKN",1.308
2021-07-04,"test","TKN",1
2021-07-05,"test","TKN",1.06
2021-07-06,"test","TKN",1
2021-07-07,"test","TKN",1
2021-07-08,"test","TKN",1
2021-07-09,"test","TKN",1
2021-07-10,"test","TKN",1.107
2021-07-11,"test","TKN",1.218
2021-07-12,"test","TKN",NA
2021-07-13,"test","TKN",1
2021-07-14,"test","TKN",1
2021-07-15,"test","TKN",1
2021-07-16,"test","TKN",1.347
2021-07-17,"test","TKN",1.395
2021-07-18,"test","TKN",1.603
2021-07-19,"test","TKN",1
2021-07-20,"test","TKN",1.479
2021-07-21,"test","TKN",1.55
2021-07-22,"test","TKN",1.285
2021-07-23,"test","TKN",1
2021-07-24,"test","TKN",1
2021-07-25,"test","TKN",1
2021-07-26,"test","TKN",1
2021-07-27,"test","TKN",NA
2021-07-28,"test","TKN",NA
2021-07-29,"test","TKN",1.091
2021-07-30,"test","TKN",1
2021-07-31,"test","TKN",1
2021-08-01,"test","TKN",1
2021-08-02,"test","TKN",NA
2021-08-03,"test","TKN",1
2021-08-04,"test","TKN",1.012
2021-08-05,"test","TKN",1.085
2021-08-06,"test","TKN",2.181
2021-08-07,"test","TKN",1.02
2021-08-08,"test","TKN",1
2021-08-09,"test","TKN",1
2021-08-10,"test","TKN",1
2021-08-11,"test","TKN",NA
2021-08-12,"test","TKN",1.152
2021-08-13,"test","TKN",1
2021-08-14,"test","TKN",1.063
2021-08-15,"test","TKN",1
2021-08-16,"test","TKN",1
2021-08-17,"test","TKN",1.575
2021-08-18,"test","TKN",3.905
2021-08-19,"test","TKN",1.11
2021-08-20,"test","TKN",1
2021-08-21,"test","TKN",1
2021-08-22,"test","TKN",2.49
2021-08-23,"test","TKN",1
2021-08-24,"test","TKN",1
2021-08-25,"test","TKN",1
2021-08-26,"test","TKN",1
2021-08-27,"test","TKN",1
2021-08-28,"test","TKN",1
2021-08-29,"test","TKN",1
2021-08-30,"test","TKN",1
2021-08-31,"test","TKN",1
2021-09-01,"test","TKN",1
2021-09-02,"test","TKN",1
2021-09-03,"test","TKN",1
2021-09-04,"test","TKN",NA
2021-09-05,"test","TKN",1
2021-09-06,"test","TKN",1
2021-09-07,"test","TKN",1
2021-09-08,"test","TKN",1
2021-09-09,"test","TKN",1.073
2021-09-10,"test","TKN",1
2021-09-11,"test","TKN",NA
2021-09-12,"test","TKN",1.106
2021-09-13,"test","TKN",1.003
2021-09-14,"test","TKN",1.119
2021-09-15,"test","TKN",1.098
2021-09-16,"test","TKN",1
2021-09-17,"test","TKN",1
2021-09-18,"test","TKN",NA
2021-09-19,"test","TKN",1.074
2021-09-20,"test","TKN",1.145
2021-09-21,"test","TKN",1.013
2021-09-22,"test","TKN",1.489
2021-09-23,"test","TKN",1.266
2021-09-24,"test","TKN",1.235
2021-09-25,"test","TKN",NA
2021-09-26,"test","TKN",2.478
2021-09-27,"test","TKN",3.859
2021-09-28,"test","TKN",2.249
2021-09-29,"test","TKN",2.738
2021-09-30,"test","TKN",3.258
2021-10-01,"test","TKN",1.541
2021-10-02,"test","TKN",NA
2021-10-03,"test","TKN",1.811
2021-10-04,"test","TKN",1.305
2021-10-05,"test","TKN",1.306
2021-10-06,"test","TKN",1
2021-10-07,"test","TKN",1
2021-10-08,"test","TKN",1
2021-10-09,"test","TKN",NA
2021-10-10,"test","TKN",1
2021-10-11,"test","TKN",1.207
2021-10-12,"test","TKN",1
2021-10-13,"test","TKN",1.668
2021-10-14,"test","TKN",1
2021-10-15,"test","TKN",1
2021-10-16,"test","TKN",NA
2021-10-17,"test","TKN",1.595
2021-10-18,"test","TKN",1.178
2021-10-19,"test","TKN",1.298
2021-10-20,"test","TKN",1
2021-10-21,"test","TKN",1
2021-10-22,"test","TKN",1.094
2021-10-23,"test","TKN",NA
2021-10-24,"test","TKN",1.153
2021-10-25,"test","TKN",1.435
2021-10-26,"test","TKN",1
2021-10-27,"test","TKN",1.325
2021-10-28,"test","TKN",1.407
2021-10-29,"test","TKN",1.1
2021-10-30,"test","TKN",NA
2021-10-31,"test","TKN",1.094
2021-11-01,"test","TKN",1.305
2021-11-02,"test","TKN",1.251
2021-11-03,"test","TKN",1.346
2021-11-04,"test","TKN",1.186
2021-11-05,"test","TKN",1.271
2021-11-06,"test","TKN",NA
2021-11-07,"test","TKN",1.108
2021-11-08,"test","TKN",1.221
2021-11-09,"test","TKN",1.026
2021-11-10,"test","TKN",1.395
2021-11-11,"test","TKN",1.767
2021-11-12,"test","TKN",1.595
2021-11-13,"test","TKN",NA
2021-11-14,"test","TKN",1.176
2021-11-15,"test","TKN",1.275
2021-11-16,"test","TKN",1.326
2021-11-17,"test","TKN",1
2021-11-18,"test","TKN",1
2021-11-19,"test","TKN",1.683
2021-11-20,"test","TKN",NA
2021-11-21,"test","TKN",1.21
2021-11-22,"test","TKN",1.222
2021-11-23,"test","TKN",1
2021-11-24,"test","TKN",1.437
2021-11-25,"test","TKN",1.302
2021-11-26,"test","TKN",1.106
2021-11-27,"test","TKN",NA
2021-11-28,"test","TKN",1
2021-11-29,"test","TKN",1
2021-11-30,"test","TKN",1
2021-12-01,"test","TKN",1.093
2021-12-02,"test","TKN",1.171
2021-12-03,"test","TKN",1
2021-12-04,"test","TKN",NA
2021-12-05,"test","TKN",4.252
2021-12-06,"test","TKN",1.343
2021-12-07,"test","TKN",1
2021-12-08,"test","TKN",1
2021-12-09,"test","TKN",1.416
2021-12-10,"test","TKN",1.28
2021-12-11,"test","TKN",NA
2021-12-12,"test","TKN",1
2021-12-13,"test","TKN",1
2021-12-14,"test","TKN",1.415
2021-12-15,"test","TKN",1.088
2021-12-16,"test","TKN",1.358
2021-12-17,"test","TKN",1.245
2021-12-18,"test","TKN",NA
2021-12-19,"test","TKN",1
2021-12-20,"test","TKN",1
2021-12-21,"test","TKN",1
2021-12-22,"test","TKN",1
2021-12-23,"test","TKN",1
2021-12-24,"test","TKN",1
2021-12-25,"test","TKN",NA
2021-12-26,"test","TKN",1
2021-12-27,"test","TKN",2.064
2021-12-28,"test","TKN",1.34
2021-12-29,"test","TKN",1
2021-12-30,"test","TKN",1
2021-12-31,"test","TKN",1
2021-01-22,"primary_eff","orthoP",NA
2021-01-23,"primary_eff","orthoP",NA
2021-01-24,"primary_eff","orthoP",NA
2021-01-25,"primary_eff","orthoP",NA
2021-01-26,"primary_eff","orthoP",NA
2021-01-27,"primary_eff","orthoP",NA
2021-01-28,"primary_eff","orthoP",NA
2021-01-29,"primary_eff","orthoP",NA
2021-01-30,"primary_eff","orthoP",NA
2021-01-31,"primary_eff","orthoP",NA
2021-02-01,"primary_eff","orthoP",NA
2021-02-02,"primary_eff","orthoP",NA
2021-02-03,"primary_eff","orthoP",NA
2021-02-04,"primary_eff","orthoP",NA
2021-02-05,"primary_eff","orthoP",NA
2021-02-06,"primary_eff","orthoP",NA
2021-02-07,"primary_eff","orthoP",NA
2021-02-08,"primary_eff","orthoP",NA
2021-02-09,"primary_eff","orthoP",NA
2021-02-10,"primary_eff","orthoP",3.807
2021-02-11,"primary_eff","orthoP",3.698
2021-02-12,"primary_eff","orthoP",NA
2021-02-13,"primary_eff","orthoP",NA
2021-02-14,"primary_eff","orthoP",NA
2021-02-15,"primary_eff","orthoP",5.108
2021-02-16,"primary_eff","orthoP",3.525
2021-02-17,"primary_eff","orthoP",4.853
2021-02-18,"primary_eff","orthoP",13.797
2021-02-19,"primary_eff","orthoP",NA
2021-02-20,"primary_eff","orthoP",NA
2021-02-21,"primary_eff","orthoP",NA
2021-02-22,"primary_eff","orthoP",NA
2021-02-23,"primary_eff","orthoP",4.107
2021-02-24,"primary_eff","orthoP",1.523
2021-02-25,"primary_eff","orthoP",1.156
2021-02-26,"primary_eff","orthoP",NA
2021-02-27,"primary_eff","orthoP",NA
2021-02-28,"primary_eff","orthoP",NA
2021-03-01,"primary_eff","orthoP",0.292
2021-03-02,"primary_eff","orthoP",1.679
2021-03-03,"primary_eff","orthoP",0.62
2021-03-04,"primary_eff","orthoP",1.126
2021-03-05,"primary_eff","orthoP",NA
2021-03-06,"primary_eff","orthoP",NA
2021-03-07,"primary_eff","orthoP",NA
2021-03-08,"primary_eff","orthoP",1.937
2021-03-09,"primary_eff","orthoP",0.351
2021-03-10,"primary_eff","orthoP",2.475
2021-03-11,"primary_eff","orthoP",3.093
2021-03-12,"primary_eff","orthoP",NA
2021-03-13,"primary_eff","orthoP",NA
2021-03-14,"primary_eff","orthoP",NA
2021-03-15,"primary_eff","orthoP",1.667
2021-03-16,"primary_eff","orthoP",4.733
2021-03-17,"primary_eff","orthoP",2.871
2021-03-18,"primary_eff","orthoP",4.571
2021-03-19,"primary_eff","orthoP",NA
2021-03-20,"primary_eff","orthoP",NA
2021-03-21,"primary_eff","orthoP",NA
2021-03-22,"primary_eff","orthoP",1.582
2021-03-23,"primary_eff","orthoP",3.837
2021-03-24,"primary_eff","orthoP",3.305
2021-03-25,"primary_eff","orthoP",3.97
2021-03-26,"primary_eff","orthoP",NA
2021-03-27,"primary_eff","orthoP",NA
2021-03-28,"primary_eff","orthoP",NA
2021-03-29,"primary_eff","orthoP",2.711
2021-03-30,"primary_eff","orthoP",4.181
2021-03-31,"primary_eff","orthoP",5.397
2021-04-01,"primary_eff","orthoP",6.694
2021-04-02,"primary_eff","orthoP",NA
2021-04-03,"primary_eff","orthoP",NA
2021-04-04,"primary_eff","orthoP",NA
2021-04-05,"primary_eff","orthoP",3.158
2021-04-06,"primary_eff","orthoP",7.635
2021-04-07,"primary_eff","orthoP",2.136
2021-04-08,"primary_eff","orthoP",2.931
2021-04-09,"primary_eff","orthoP",NA
2021-04-10,"primary_eff","orthoP",NA
2021-04-11,"primary_eff","orthoP",NA
2021-04-12,"primary_eff","orthoP",3.219
2021-04-13,"primary_eff","orthoP",4.005
2021-04-14,"primary_eff","orthoP",4.573
2021-04-15,"primary_eff","orthoP",4.25
2021-04-16,"primary_eff","orthoP",NA
2021-04-17,"primary_eff","orthoP",NA
2021-04-18,"primary_eff","orthoP",NA
2021-04-19,"primary_eff","orthoP",2.476
2021-04-20,"primary_eff","orthoP",3.424
2021-04-21,"primary_eff","orthoP",4.212
2021-04-22,"primary_eff","orthoP",5.914
2021-04-23,"primary_eff","orthoP",NA
2021-04-24,"primary_eff","orthoP",NA
2021-04-25,"primary_eff","orthoP",NA
2021-04-26,"primary_eff","orthoP",2.004
2021-04-27,"primary_eff","orthoP",NA
2021-04-28,"primary_eff","orthoP",3.988
2021-04-29,"primary_eff","orthoP",3.179
2021-04-30,"primary_eff","orthoP",NA
2021-05-01,"primary_eff","orthoP",NA
2021-05-02,"primary_eff","orthoP",4.696
2021-05-03,"primary_eff","orthoP",NA
2021-05-04,"primary_eff","orthoP",5.256
2021-05-05,"primary_eff","orthoP",7.882
2021-05-06,"primary_eff","orthoP",6.902
2021-05-07,"primary_eff","orthoP",NA
2021-05-08,"primary_eff","orthoP",NA
2021-05-09,"primary_eff","orthoP",1.496
2021-05-10,"primary_eff","orthoP",0.475
2021-05-11,"primary_eff","orthoP",NA
2021-05-12,"primary_eff","orthoP",NA
2021-05-13,"primary_eff","orthoP",NA
2021-05-14,"primary_eff","orthoP",NA
2021-05-15,"primary_eff","orthoP",NA
2021-05-16,"primary_eff","orthoP",1.644
2021-05-17,"primary_eff","orthoP",3.244
2021-05-18,"primary_eff","orthoP",NA
2021-05-19,"primary_eff","orthoP",2.42
2021-05-20,"primary_eff","orthoP",3.558
2021-05-21,"primary_eff","orthoP",NA
2021-05-22,"primary_eff","orthoP",NA
2021-05-23,"primary_eff","orthoP",NA
2021-05-24,"primary_eff","orthoP",6.525
2021-05-25,"primary_eff","orthoP",NA
2021-05-26,"primary_eff","orthoP",NA
2021-05-27,"primary_eff","orthoP",6.556
2021-05-28,"primary_eff","orthoP",5.068
2021-05-29,"primary_eff","orthoP",1.836
2021-05-30,"primary_eff","orthoP",NA
2021-05-31,"primary_eff","orthoP",NA
2021-06-01,"primary_eff","orthoP",3.306
2021-06-02,"primary_eff","orthoP",6.842
2021-06-03,"primary_eff","orthoP",8.574
2021-06-04,"primary_eff","orthoP",NA
2021-06-05,"primary_eff","orthoP",NA
2021-06-06,"primary_eff","orthoP",5.355
2021-06-07,"primary_eff","orthoP",7.842
2021-06-08,"primary_eff","orthoP",4.744
2021-06-09,"primary_eff","orthoP",4.367
2021-06-10,"primary_eff","orthoP",7.153
2021-06-11,"primary_eff","orthoP",NA
2021-06-12,"primary_eff","orthoP",NA
2021-06-13,"primary_eff","orthoP",7.464
2021-06-14,"primary_eff","orthoP",4.664
2021-06-15,"primary_eff","orthoP",5.348
2021-06-16,"primary_eff","orthoP",5.554
2021-06-17,"primary_eff","orthoP",6.367
2021-06-18,"primary_eff","orthoP",NA
2021-06-19,"primary_eff","orthoP",NA
2021-06-20,"primary_eff","orthoP",3.213
2021-06-21,"primary_eff","orthoP",3.474
2021-06-22,"primary_eff","orthoP",6.335
2021-06-23,"primary_eff","orthoP",NA
2021-06-24,"primary_eff","orthoP",NA
2021-06-25,"primary_eff","orthoP",NA
2021-06-26,"primary_eff","orthoP",NA
2021-06-27,"primary_eff","orthoP",NA
2021-06-28,"primary_eff","orthoP",NA
2021-06-29,"primary_eff","orthoP",NA
2021-06-30,"primary_eff","orthoP",NA
2021-07-01,"primary_eff","orthoP",1.119
2021-07-02,"primary_eff","orthoP",NA
2021-07-03,"primary_eff","orthoP",NA
2021-07-04,"primary_eff","orthoP",1.099
2021-07-05,"primary_eff","orthoP",1.053
2021-07-06,"primary_eff","orthoP",3.108
2021-07-07,"primary_eff","orthoP",2.518
2021-07-08,"primary_eff","orthoP",2.038
2021-07-09,"primary_eff","orthoP",NA
2021-07-10,"primary_eff","orthoP",NA
2021-07-11,"primary_eff","orthoP",1.002
2021-07-12,"primary_eff","orthoP",NA
2021-07-13,"primary_eff","orthoP",1.786
2021-07-14,"primary_eff","orthoP",1.945
2021-07-15,"primary_eff","orthoP",2
2021-07-16,"primary_eff","orthoP",NA
2021-07-17,"primary_eff","orthoP",NA
2021-07-18,"primary_eff","orthoP",1.324
2021-07-19,"primary_eff","orthoP",1.267
2021-07-20,"primary_eff","orthoP",NA
2021-07-21,"primary_eff","orthoP",2.117
2021-07-22,"primary_eff","orthoP",1.384
2021-07-23,"primary_eff","orthoP",NA
2021-07-24,"primary_eff","orthoP",NA
2021-07-25,"primary_eff","orthoP",1.671
2021-07-26,"primary_eff","orthoP",1.502
2021-07-27,"primary_eff","orthoP",NA
2021-07-28,"primary_eff","orthoP",NA
2021-07-29,"primary_eff","orthoP",2.181
2021-07-30,"primary_eff","orthoP",NA
2021-07-31,"primary_eff","orthoP",NA
2021-08-01,"primary_eff","orthoP",0.892
2021-08-02,"primary_eff","orthoP",0.907
2021-08-03,"primary_eff","orthoP",2.691
2021-08-04,"primary_eff","orthoP",1.89
2021-08-05,"primary_eff","orthoP",1.663
2021-08-06,"primary_eff","orthoP",NA
2021-08-07,"primary_eff","orthoP",NA
2021-08-08,"primary_eff","orthoP",2.078
2021-08-09,"primary_eff","orthoP",1.102
2021-08-10,"primary_eff","orthoP",NA
2021-08-11,"primary_eff","orthoP",4.781
2021-08-12,"primary_eff","orthoP",6.18
2021-08-13,"primary_eff","orthoP",NA
2021-08-14,"primary_eff","orthoP",NA
2021-08-15,"primary_eff","orthoP",NA
2021-08-16,"primary_eff","orthoP",1.882
2021-08-17,"primary_eff","orthoP",2.677
